Indicator,Last Observed,Indicator Type,Observation Yearly Count,ThreatConnect Rating,Observation Penalty Multiplier,Botnet Flag,False Positives,Partners,incidents/events,Threat Actor,Tagging Boost,Tagging Boost Reason,CAL Score,ThreatConnect Score,PRISM Score,Severity,Explanation
103.168.66.237,2026-05-31,Address,2,3,0.9998904109589041,0,0,"HRSA, NIH",,,0.0,,230,494,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Multi-source validation. Observed across 2 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
103.190.41.156,2026-05-31,Address,1,3,0.9999452054794521,0,0,DHA,,,0.0,,170,436,500,high,[2026-06-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
103.215.74.185,2026-05-31,Address,3,3,0.9998356164383562,0,0,"DHA, HRSA, NIH, OS, VA",,,0.0,,740,749,500,high,[2026-06-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 5 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. Scanner penalty applied. No TOR activity. No incident/event link.  Score: 500/1000.
103.215.74.213,2026-05-31,Address,3,3,0.9998356164383562,0,0,"HRSA, NIH, OS, VA",,,0.0,,900,829,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 4 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
107.189.1.9,2026-06-03,Address,7,3,0.9996164383561644,0,0,HRSA,,,0.0,,590,712,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; CAL score. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
144.91.66.169,2026-06-03,Address,5,3,0.9997260273972602,0,0,"NIH, VA",,,0.0,,210,383,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Multi-source validation. Observed across 2 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
160.119.76.49,2026-06-01,Address,2,3,0.9998904109589041,0,0,NIH,,,0.0,,270,514,500,high,[2026-06-03] Severity: high. VT score: 16. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
178.17.171.102,2026-06-02,Address,7,4,0.9996164383561644,0,0,"CDC, CMS, HHS, HRSA",,,0.0,,400,478,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 4 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.129,2026-06-03,Address,11,4,0.9993972602739726,0,0,"CMS, HHS, HRSA",,,0.0,,390,612,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; CAL score. Observed across 3 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.131,2026-06-03,Address,8,2,0.9995616438356164,0,0,HRSA,Incident:102309,,0.0,,210,512,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Incident/Event association; Continuity (indicator type). Observed across 1 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. Linked to incident/event: Incident:102309.  Score: 500/1000.
185.220.101.132,2026-06-03,Address,8,4,0.9995616438356164,0,0,"CDC, HHS, HRSA, NIH",,,0.0,,210,484,500,high,[2026-06-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 4 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.134,2026-06-03,Address,8,2,0.9995616438356164,0,0,HRSA,Incident:102309,,0.0,,210,383,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Incident/Event association; Continuity (indicator type). Observed across 1 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. Linked to incident/event: Incident:102309.  Score: 500/1000.
185.220.101.136,2026-06-03,Address,10,3,0.9994520547945206,0,0,HRSA,Incident:102309,,0.0,,240,537,500,high,[2026-06-03] Severity: high. VT score: 16. Contextual Drivers: VT malicious (log-scaled); Incident/Event association; Continuity (indicator type). Observed across 1 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. Linked to incident/event: Incident:102309.  Score: 500/1000.
185.220.101.138,2026-06-03,Address,10,2,0.9994520547945206,0,0,"HHS, HRSA",,,0.0,,220,527,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 2 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.140,2026-06-03,Address,10,4,0.9994520547945206,0,0,"CDC, CMS, HHS, HRSA",,,0.0,,200,517,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 4 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.141,2026-06-03,Address,8,2,0.9995616438356164,0,0,"HHS, HRSA",,,0.0,,210,406,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 2 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.142,2026-06-03,Address,73,3,0.996,0,0,"CDC, CMS, FDA, HHS, HRSA, IHS, OS, VA",,,0.0,,210,406,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 8 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.145,2026-06-02,Address,7,4,0.9996164383561644,0,0,"CDC, CMS, HHS, HRSA",,,0.0,,210,431,500,high,[2026-06-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 4 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.151,2026-06-03,Address,11,2,0.9993972602739726,0,0,"HHS, HRSA, NIH",,,0.0,,210,484,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 3 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.153,2026-06-03,Address,10,2,0.9994520547945206,0,0,"HHS, HRSA",,,0.0,,210,522,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 2 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.154,2026-06-03,Address,10,2,0.9994520547945206,0,0,"HHS, HRSA",,,0.0,,200,479,500,high,[2026-06-03] Severity: high. VT score: 17. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 2 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.156,2026-06-03,Address,8,4,0.9995616438356164,0,0,"CMS, HHS, HRSA",,,0.0,,220,467,500,high,[2026-06-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 3 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.158,2026-06-03,Address,8,4,0.9995616438356164,0,0,"CDC, CMS, HHS, HRSA",,,0.0,,200,378,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 4 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.168,2026-06-03,Address,8,2,0.9995616438356164,0,0,"HHS, HRSA",,,0.0,,500,629,500,high,[2026-06-03] Severity: high. VT score: 17. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; CAL score. Observed across 2 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.170,2026-06-02,Address,6,4,0.9996712328767123,0,0,"CDC, CMS, HHS, HRSA",,,0.0,,210,512,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 4 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.171,2026-06-03,Address,6,4,0.9996712328767123,0,0,"CDC, CMS, HHS, HRSA",,,0.0,,210,484,500,high,[2026-06-03] Severity: high. VT score: 16. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 4 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.173,2026-06-03,Address,10,4,0.9994520547945206,0,0,"CDC, CMS, HHS, HRSA",,,0.0,,230,494,500,high,[2026-06-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 4 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.176,2026-06-03,Address,10,4,0.9994520547945206,0,0,"CDC, CMS, HHS, HRSA",,,0.0,,220,489,500,high,[2026-06-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 4 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.177,2026-06-03,Address,10,4,0.9994520547945206,0,0,"CDC, CMS, HHS, HRSA",,,0.0,,400,579,500,high,[2026-06-03] Severity: high. VT score: 16. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; CAL score. Observed across 4 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.30,2026-06-01,Address,162,4,0.9911232876712329,1,0,"CMS, FDA, HHS, HRSA, IHS, NIH, OS",Incident:5629499543134345,,0.0,,300,507,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; TOR activity. Observed across 7 partner(s). Observed by 2 sources. 4 reinforcing context signal(s). No PB lower-start rule. Botnet penalty applied. No false positive tags. No scanner penalty. TOR activity detected. Linked to incident/event: Incident:5629499543134345.  Score: 500/1000.
185.220.101.33,2026-06-03,Address,7,2,0.9996164383561644,0,0,"CDC, CMS, HHS, HRSA",,,0.0,,360,458,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; CAL score. Observed across 4 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.37,2026-06-03,Address,157,2,0.9913972602739726,0,0,"CDC, CMS, FDA, HHS, HRSA, NIH, OS, VA",,,0.0,,220,332,500,high,[2026-06-03] Severity: high. VT score: 16. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 8 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.41,2026-06-02,Address,6,4,0.9996712328767123,0,0,"CDC, CMS, HHS, HRSA",,,0.0,,210,383,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 4 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.52,2026-06-03,Address,121,2,0.9933698630136987,0,0,"CMS, FDA, HHS, HRSA, NIH, OS, VA",,,0.0,,200,322,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 7 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.55,2026-06-03,Address,128,3,0.992986301369863,0,0,"CDC, CMS, FDA, HHS, HRSA, NIH, OS, VA",,,0.0,,210,484,500,high,[2026-06-03] Severity: high. VT score: 16. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 8 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.62,2026-06-03,Address,8,2,0.9995616438356164,0,0,"CDC, CMS, HHS, HRSA",,,0.0,,300,476,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 4 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.220.101.63,2026-06-03,Address,7,2,0.9996164383561644,0,0,"CMS, HHS, HRSA",,,0.0,,200,443,500,high,[2026-06-03] Severity: high. VT score: 16. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 3 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
192.42.116.20,2026-06-03,Address,17,2,0.9990684931506849,0,0,HRSA,,,0.0,,210,383,500,high,[2026-06-03] Severity: high. VT score: 18. Contextual Drivers: VT malicious (log-scaled); Continuity (indicator type); CAL score. Observed across 1 partner(s). Single source observation. No reinforcing context stack. No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
193.189.100.201,2026-06-02,Address,7,4,0.9996164383561644,0,0,"CDC, CMS, HHS, HRSA",,,0.0,,200,517,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 4 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
195.178.110.104,2026-05-30,Address,1,3,0.9999452054794521,0,0,"HRSA, OS",,,0.0,,730,744,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; CAL score. Observed across 2 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
195.178.110.105,2026-06-02,Address,2,3,0.9998904109589041,0,0,"HRSA, NIH, OS, VA",,,0.0,,660,709,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 4 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
195.178.110.133,2026-05-30,Address,1,3,0.9999452054794521,0,0,"DHA, HRSA, NIH, VA",,,0.0,,630,658,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 4 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
20.35.245.2,2026-06-03,Address,6,3,0.9996712328767123,0,0,"CDC, CMS, IHS, NIH, VA",,,0.0,,0,379,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); TOR activity; Reinforcing context bonus. Observed across 5 partner(s). Observed by 2 sources. 3 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. TOR activity detected. No incident/event link.  Score: 500/1000.
205.185.124.176,2026-05-29,Address,1,3,0.9999452054794521,0,0,"IHS, VA",,,0.0,,200,479,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Multi-source validation. Observed across 2 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
23.129.64.141,2026-06-01,Address,4,4,0.9997808219178083,0,0,"CDC, CMS, HHS, HRSA",,,0.0,,220,388,500,high,[2026-06-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 4 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.10,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, IHS, NIH, OS, VA",,,0.0,,470,614,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 5 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.111,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, OS, VA",,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 3 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.112,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, VA",,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Multi-source validation. Observed across 2 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.116,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, IHS, OS, VA",,,0.0,,520,639,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 4 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.118,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, OS, VA",,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 3 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.26,2026-06-03,Address,6,3,0.9996712328767123,0,0,VA,,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.31,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, OS, VA",,,0.0,,310,534,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 3 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.37,2026-06-03,Address,6,3,0.9996712328767123,0,0,"IHS, NIH, OS, VA",,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 4 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.41,2026-06-03,Address,6,3,0.9996712328767123,0,0,VA,,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.58,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, OS, VA",,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 3 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.73,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, OS, VA",,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 3 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.79,2026-06-03,Address,6,3,0.9996712328767123,0,0,"OS, VA",,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Multi-source validation. Observed across 2 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.8,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, OS, VA",,,0.0,,480,619,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 3 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.84,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, NIH, OS, VA",,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 4 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.91,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, NIH, OS, VA",,,0.0,,500,629,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 4 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.99,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, OS, VA",,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 3 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
45.148.10.62,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, VA",,,0.0,,750,754,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; CAL score. Observed across 2 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
67.206.213.86,2026-06-02,Address,2,3,0.9998904109589041,0,0,VA,,,0.0,,180,433,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
