Indicator,Last Observed,Indicator Type,Observation Yearly Count,ThreatConnect Rating,Observation Penalty Multiplier,Botnet Flag,False Positives,Partners,incidents/events,Threat Actor,Tagging Boost,Tagging Boost Reason,CAL Score,ThreatConnect Score,PRISM Score,Severity,Explanation
69.5.169.91,2026-06-03,Address,6,3,0.9996712328767123,0,0,"DHA, HRSA, IHS, NIH, OS, VA",,,0.0,,330,544,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 6 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
69.5.169.94,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, IHS, NIH, OS, VA",,,0.0,,490,624,500,high,[2026-06-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 5 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
69.5.169.95,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, IHS, NIH, OS, VA",,,0.0,,470,614,500,high,[2026-06-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 5 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
69.5.169.96,2026-06-03,Address,6,3,0.9996712328767123,0,0,"DHA, HRSA, IHS, NIH, OS, VA",,,0.0,,930,844,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 6 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
69.5.169.99,2026-06-03,Address,6,3,0.9996712328767123,0,0,"HRSA, IHS, NIH, OS, VA",,,0.0,,520,639,500,high,[2026-06-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 5 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
80.94.92.168,2026-06-03,Address,7,3,0.9996164383561644,0,0,"CDC, CMS, HRSA, IHS, NIH, OS, VA",,,0.0,,960,859,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 7 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
80.94.92.186,2026-06-03,Address,7,3,0.9996164383561644,0,0,"CDC, CMS, HRSA, IHS, NIH, OS, VA",,,0.0,,950,854,500,high,[2026-06-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 7 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
88.80.26.3,2026-06-03,Address,153,1,0.9916164383561644,1,0,"CMS, FDA, HHS, HRSA, IHS, NIH, OS, VA",,Mr Hamza Group,0.0,,720,712,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); TOR activity; Reinforcing context bonus. Observed across 8 partner(s). Single source observation. 3 reinforcing context signal(s). No PB lower-start rule. Botnet penalty applied. No false positive tags. No scanner penalty. TOR activity detected. No incident/event link. Associated threat actor(s): Mr Hamza Group.  Score: 500/1000.
88.80.26.4,2026-06-03,Address,138,1,0.9924383561643836,1,0,"CMS, FDA, HHS, HRSA, IHS, NIH, OS, VA",,Mr Hamza Group,0.0,,500,511,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); TOR activity; Reinforcing context bonus. Observed across 8 partner(s). Single source observation. 3 reinforcing context signal(s). No PB lower-start rule. Botnet penalty applied. No false positive tags. No scanner penalty. TOR activity detected. No incident/event link. Associated threat actor(s): Mr Hamza Group.  Score: 500/1000.
91.195.240.123,2026-06-02,Address,5,5,0.9997260273972602,0,0,"IHS, NIH, VA",,,0.0,,180,368,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 3 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
107.189.27.59,2026-06-03,Address,3,3,0.9998356164383562,0,0,"HRSA, NIH, OS, VA",,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 4 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
146.70.179.239,2026-06-03,Address,1,3,0.9999452054794521,0,0,OS,,,0.0,,170,436,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Recent first-seen activity; Multi-source validation. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
158.173.67.106,2026-06-02,Address,1,3,0.9999452054794521,0,0,OS,,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
176.65.139.168,2026-06-03,Address,2,3,0.9998904109589041,0,0,"HRSA, VA",,,0.0,,310,562,500,high,[2026-06-03] Severity: high. VT score: 18. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Multi-source validation. Observed across 2 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. Scanner penalty applied. No TOR activity. No incident/event link.  Score: 500/1000.
185.129.61.1,2026-06-01,Address,1,4,0.9999452054794521,0,0,"CMS, HHS, HRSA",,,0.0,,380,569,500,high,[2026-06-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; CAL score. Observed across 3 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.102,2026-06-03,Address,2,3,0.9998904109589041,0,0,VA,,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.121,2026-06-03,Address,2,3,0.9998904109589041,0,0,VA,,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.126,2026-06-03,Address,3,3,0.9998356164383562,0,0,"HRSA, OS, VA",,,0.0,,490,624,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 3 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.35,2026-06-03,Address,2,3,0.9998904109589041,0,0,"OS, VA",,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Multi-source validation. Observed across 2 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.38,2026-06-03,Address,2,3,0.9998904109589041,0,0,VA,,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.52,2026-06-03,Address,2,3,0.9998904109589041,0,0,VA,,,0.0,,220,489,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.56,2026-06-03,Address,3,3,0.9998356164383562,0,0,"HRSA, NIH, OS, VA",,,0.0,,370,564,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 4 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.60,2026-06-03,Address,2,3,0.9998904109589041,0,0,VA,,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.63,2026-06-03,Address,2,3,0.9998904109589041,0,0,"NIH, OS, VA",,,0.0,,380,569,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 3 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.65,2026-06-03,Address,2,3,0.9998904109589041,0,0,VA,,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.68,2026-06-03,Address,2,3,0.9998904109589041,0,0,VA,,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.78,2026-06-03,Address,2,3,0.9998904109589041,0,0,"OS, VA",,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Multi-source validation. Observed across 2 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.80,2026-06-03,Address,2,3,0.9998904109589041,0,0,"HRSA, IHS, OS, VA",,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 4 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.82,2026-06-03,Address,2,3,0.9998904109589041,0,0,VA,,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
31.14.254.97,2026-06-03,Address,2,3,0.9998904109589041,0,0,VA,,,0.0,,180,469,500,high,[2026-06-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
45.133.193.84,2026-06-01,Address,1,3,0.9999452054794521,0,0,NIH,,,0.0,,180,441,500,high,[2026-06-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
62.164.177.222,2026-06-03,Address,1,3,0.9999452054794521,0,0,IHS,,,0.0,,730,744,500,high,[2026-06-03] Severity: high. VT score: 16. Contextual Drivers: VT malicious (log-scaled); CAL score; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
167.88.164.91,2026-05-23,Address,1,4,0.9999452054794521,1,0,HHS,,,0.0,,270,471,500,high,[2026-05-27] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Recent first-seen activity. Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. Botnet penalty applied. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
2.57.122.194,2026-05-14,Address,51,3,0.9972054794520548,0,0,"NIH, OS",,,0.0,,800,726,500,high,[2026-05-18] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; CAL score. Observed across 2 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
104.152.52.200,2026-01-18,Address,85,3,0.9953424657534247,0,0,"CMS, FDA, HHS, HRSA, NIH, OS",,,0.0,,350,453,500,high,[2026-05-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; CAL score. Observed across 6 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
176.65.139.19,2026-02-25,Address,22,5,0.9987945205479452,1,0,,,,0.0,,180,469,500,high,[2026-05-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Continuity (indicator type); CAL score. No partner attribution. Single source observation. No reinforcing context stack. No PB lower-start rule. Botnet penalty applied. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
185.196.8.195,2025-08-05,Address,3,4,0.9998356164383562,0,0,"CMS, DHA, FDA, HHS, IHS, OS, VA",,,0.0,,170,386,500,high,[2026-05-03] Severity: high. VT score: 16. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; Continuity (indicator type). Observed across 7 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
213.252.244.230,2025-11-20,Address,10,4,0.9994520547945206,0,0,"CMS, HRSA, IHS, NIH, VA",,,0.0,,180,288,500,high,[2026-05-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 5 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
23.129.64.151,2026-02-17,Address,109,1,0.994027397260274,1,0,"CMS, FDA, HHS, HRSA, IHS, NIH, OS, VA",,Mr Hamza Group,0.0,,190,234,500,high,[2026-05-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); TOR activity; Reinforcing context bonus. Observed across 8 partner(s). Single source observation. 3 reinforcing context signal(s). No PB lower-start rule. Botnet penalty applied. No false positive tags. No scanner penalty. TOR activity detected. No incident/event link. Associated threat actor(s): Mr Hamza Group.  Score: 500/1000.
45.235.8.30,2025-10-10,Address,1,3,0.9999452054794521,0,0,NIH,,,0.0,,180,391,500,high,[2026-05-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Continuity (indicator type). Observed across 1 partner(s). Observed by 3 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
45.32.211.207,2026-04-19,Address,1,4,0.9999452054794521,0,0,NIH,,,0.0,,170,334,500,high,[2026-05-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Multi-source validation; Continuity (indicator type). Observed across 1 partner(s). Observed by 2 sources. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
59.24.28.114,2026-03-09,Address,310,2,0.983013698630137,0,0,"CMS, DHA, HRSA, NIH, OS",Event:5629499536001088,,0.0,,810,641,500,high,[2026-05-03] Severity: high. VT score: 14. Contextual Drivers: VT malicious (log-scaled); Incident/Event association; Reinforcing context bonus. Observed across 5 partner(s). Single source observation. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. Scanner penalty applied. No TOR activity. Linked to incident/event: Event:5629499536001088.  Score: 500/1000.
64.190.76.4,2026-03-06,Address,60,1,0.9967123287671232,1,0,"CMS, FDA, HHS, HRSA, IHS, OS, VA",,Mr Hamza Group,0.0,,200,239,500,high,[2026-05-03] Severity: high. VT score: 15. Contextual Drivers: VT malicious (log-scaled); TOR activity; Reinforcing context bonus. Observed across 7 partner(s). Single source observation. 3 reinforcing context signal(s). No PB lower-start rule. Botnet penalty applied. No false positive tags. No scanner penalty. TOR activity detected. No incident/event link. Associated threat actor(s): Mr Hamza Group.  Score: 500/1000.
87.236.176.51,2025-10-14,Address,107,3,0.9941369863013698,0,0,"CDC, CMS, DHA, FDA, HHS, HRSA, IHS, NIH, OS, VA",,,0.0,,340,406,500,high,[2026-05-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Partner coverage bonus; CAL score. Observed across 10 partner(s). Single source observation. 1 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
92.118.39.95,2026-04-18,Address,142,3,0.9922191780821917,0,0,"CDC, CMS, DHA, FDA, HRSA, IHS, NIH, OS, VA",,,0.0,,800,709,500,high,[2026-05-03] Severity: high. VT score: 13. Contextual Drivers: VT malicious (log-scaled); Reinforcing context bonus; Partner coverage bonus. Observed across 9 partner(s). Observed by 2 sources. 2 reinforcing context signal(s). No PB lower-start rule. No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link.  Score: 500/1000.
165.232.153.27,2025-05-05,Address,2,4,0.9998904109589041,0,0,"CMS, DHA, FDA, HRSA, IHS, OS, VA",,Primitive Bear,,,170,363,500,high,[2026-04-30] Severity: high. VT score not available (neutral). Contextual Drivers: Associated with Primitive Bear; Reinforcing context bonus; Partner coverage bonus. Observed across 7 partner(s). Single source observation. 2 reinforcing context signal(s). No botnet penalty. No false positive tags. No scanner penalty. No TOR activity. No incident/event link. Associated threat actor(s): Primitive Bear. Boost match: criteria matched. Score: 500/1000.
